Type,ID,Name,Description,URL,Tags,Societies,Year,Standard Status,Technical Committee,Keywords,Priority
Standard,1484.20.1 - 2007,IEEE Standard for Learning Technology-Data Model for Reusable Competency Definitions,"This Standard defines a data model for describing, referencing, and sharing competency definitions,  primarily in the context of online and distributed learning. This Standard provides a way to represent  formally the key characteristics of a competency, independently of its use in any particular context. It  enables interoperability among learning systems that deal with competency information by providing a  means for them to refer to common definitions with common meanings.  This Standard enables information about competencies to be encoded and shared. This Standard does not  define whether a competency is a skill, knowledge, ability, attitude, or learning outcome, but it can be used  to capture information about any of these. Policies regarding reusable competency definitions (RCDs), such  as the best practice to look for an existing definition to reuse instead of inventing a new one for the same  purpose, are outside of the scope of this Standard.",http://standards.ieee.org/cgi-bin/status?Designation: 1484.20.1-2007,,C,,Published,LT,"1484.2.1-2007, competency, competency definition, reusable competency definition               ",yes
Standard,1003.1 - 2008,Standard for Information Technology - Portable Operating System Interface (POSIX®),"IEEE Std 1003.1-200x defines a standard operating system interface and  environment, including a command interpreter (or shell"")",http://standards.ieee.org/cgi-bin/status?Designation: 1003.1-2008,,C,,Published,PA," and common  utility programs to support applications portability at the source code  level. It is intended to be used by both applications developers and  system implementors.    IEEE Std 1003.1-200x comprises four major components (each in an  associated volume):         1. General terms  electrical maintenance  operation protective devices  record keeping  fire protection  grounding  infrared""  ""        ",yes
Standard,802.16.2 - 2004,Local and Metropolitan Area Networks - Recommended Practice for Coexistence of Fixed Broadband Wireless Access Systems,"This project revises IEEE Std 802.16.2-2001. In particular, it specifies extensions and modifications addressing two distinct topics. The first is coexistence between multipoint systems and point-to-point systems in the frequency range 10-66 GHz. The second is coexistence among fixed broadband wireless access systems operating in licensed bands within the frequency range 2-11 GHz. Updates to the existing content will also be considered.",http://standards.ieee.org/cgi-bin/status?Designation: 802.16.2-2004,,C,,Published,LM,              ,yes
Standard,802.17b - 2007,IEEE Standard for Information Technology - Telecommunications and Information Exchange Between Systems - Local and Metropolitan Area Networks - Specific Requirements - Part 17: Resilient Packet Ring (RPR) Access Method and Physical Layer Specifications - Amendment 1 - Spatially Aware Sublayer,"This standard defines a resilient packet ring access protocol    for use in local, metropolitan, and wide area networks, along    with appropriate physical layer specifications for transfer    of data packets at rates scalable to multiple gigabits per second.",http://standards.ieee.org/cgi-bin/status?Designation: 802.17b-2007,,C,,Published,LM,"bridging, fairness, layer management, medium access control, metropolitan area network (MAN), physical layer, protection switching, resilient packet ring (RPR), ring topology, spatial reuse, topology detection              ",yes
Standard,1516.4 - 2007,"IEEE Recommended Practice for Verification, Validation, and Accreditation of a Federation - an Overlay to the High Level Architecture Federation Development and Execution Process","This recommended practice defines the processes and procedures that should be followed to implement Verification, Validation, and Accreditation (VV&A) for federations being developed using the High Level Architecture (HLA) Federation Development and Execution Process (FEDEP). This recommended practice is not intended to replace existing VV&A policies, procedures, and guidance, but rather is intended to focus on the unique aspects of the VV&A of federations. It provides a higher-level framework into which such practices can be integrated and tailored for specific uses. The VV&A overlay provides implementation-level guidance to VV&A practitioners; however, it does not describe the individual techniques that might be employed to execute the VV&A processes for federations.    This VV&A overlay focuses upon the VV&A processes that apply to federations and not the VV&A processes associated with individual simulations (federates), but does consider using the information produced by those processes.    Users, developers, and VV&A personnel working with simulations and simulation compositions not based upon the HLA and the FEDEP can also benefit from the guidance in this document since the activities that this overlay describes can be tailored to support any type of distributed simulation application.  ",http://standards.ieee.org/cgi-bin/status?Designation: 1516.4-2007,,C,,Published,SI,"federate, federation, Federation Development and Execution Process, FEDEP, High  Level Architecture, HLA, Verification, Validation, and Accreditation, VV&A              ",yes
Standard,16085 - 2006,Standard for Systems and Software Engineering-Life Cycle Processes-Risk Management,"This project is being performed jointly with ISO/IEC JTC 1/SC 7. As a result of balloting in ISO, the statement of scope was modified as follows: This standard describes a process for the management of risk during systems or software acquisition",http://standards.ieee.org/cgi-bin/status?Designation: 16085-2006,,C,,Published,S2ESC, supply              ,yes
Standard,IEC 62142 Ed. 1,Standard for Verilog® Register Transfer Level Synthesis ,,http://standards.ieee.org/cgi-bin/status?Designation: IEC 62142 Ed. 1,,C,,Published,DA,              ,yes
Standard,IEC 62265 Ed. 1,"Standard for an Advanced Library Format (ALF) Describing Integrated Circuit (IC) Technology, Cells, and Blocks ",,http://standards.ieee.org/cgi-bin/status?Designation: IEC 62265 Ed. 1,,C,,Published,DA," fiber optic gyro gyro gyroscope IFOG inertial instrument inertial sensor inerferometric fiber optic gyro optical gyro Sagnac effect  Sagnac gyro""  ""    ",yes
Standard,802.15.4d - 2009,IEEE Standard for Information Technology - Telecommunications and Information Exchange Between Systems - Local and Metropolitan Area Networks - Specific Requirements - Part 15.4: Wireless Medium Access Control (MAC) and Physical Layer (PHY) Specifications for Low Rate Wireless Personal Area Networks (WPANs) - Amendment:  Alternative Physical Layer Extension to Support the Japanese 950MHz Band,This Project will define an amendment to the existing standard 802.15.4-2006.   The proposed amendment shall be limited to defining a new PHY and such changes to the MAC as are necessary to support a new frequency allocation (950 MHz) in Japan. The amendment shall completely follow the new technical conditions described in Japanese ministerial ordinance. The amendment shall coexist with passive tag systems in the band.  ,http://standards.ieee.org/cgi-bin/status?Designation: 802.15.4d-2009,,C,,Published,LM,              ,yes
Standard,2600 - 2008,IEEE Standard for Information Technology: Hardcopy Device and System Security,"This standard defines security requirements (all aspects of security including but not limited to  authentication, authorization, privacy, integrity, device management, physical security and information security) for manufacturers, users, and others on the selection, installation, configuration and usage of hardcopy devices (HCDs) and systems; including printers, copiers, and multifunction devices (MFDs). This standard identifies security exposures for these HCDs and systems, and instructs manufacturers and software developers on appropriate security capabilities to include in their devices and systems, and instructs users on appropriate ways to use these security capabilities.",http://standards.ieee.org/cgi-bin/status?Designation: 2600-2008,,C,,Published,IA,"2600-2008, all-in-one, copier, facsimile, fax, hardcopy device, HCD, information security, MFD, MFP, multifunction device, multifunction product, printer, scanner               ",yes
